,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
8,-0.000283981,-0.000283981,0,-0.000283981,-0.000283981,5.21E-13,100,0,,,,,,,,,,,,,,,,,,,,
9,-0.002665507,-0.002665507,0,-0.002665507,-0.002665507,2.35E-16,100,0,,,,,,,,,,,,,,,,,,,,
10,-0.000102842,-0.000102842,0,-0.000102842,-0.000102842,3.34E-14,100,0,,,,,,,,,,,,,,,,,,,,
11,-1027.805046,-364.0422229,8.876972453,-382.7806746,-14.43112328,273.3280447,0,14.98775922,,,,,,,,,,,,,,,,,,,,
12,3.982526207,3.982543893,0,3.982593096,3.983098308,0.000124839,100,0,,,,,,,,,,,,,,,,,,,,
13,0,0,0,7.69E-28,1.10E-26,2.66E-27,100,0,,,,,,,,,,,,,,,,,,,,
14,1.408518126,1.408518126,0,1.408518126,1.408518126,8.74E-16,100,0,,,,,,,,,,,,,,,,,,,,
15,2.35612378,2.35612378,0,2.35612378,2.35612378,9.07E-16,100,0,,,,,,,,,,,,,,,,,,,,
16,0,0,0,0,0,0,100,0,,,,,,,,,,,,,,,,,,,,
17,1.029999975,1.029999975,15.5,1.029999976,1.029999984,2.02E-09,0,15.5,,,,,,,,,,,,,,,,,,,,
18,36.31492612,36.52108023,0,36.50826555,36.52878698,0.04508317,87,8.65E-06,,,,,,,,,,,,,,,,,,,,
19,0,0,21374.90807,0,0,0,0,21374.90807,,,,,,,,,,,,,,,,,,,,
20,0.677477837,1.2474766,0,1.304105677,1.852446585,0.308546982,100,0,,,,,,,,,,,,,,,,,,,,
21,3.98252525,9.775221451,0,10.1242258,28.33187564,7.67575256,100,0,,,,,,,,,,,,,,,,,,,,
22,2.19E-05,0.068515784,0,0.389335004,4.011164197,1.114658108,100,0,,,,,,,,,,,,,,,,,,,,
23,1.408518509,1.408519217,0,1.412141113,1.495441283,0.017742862,100,0,,,,,,,,,,,,,,,,,,,,
24,2.35612378,2.35612378,0,2.356123785,2.356123874,2.00E-08,100,0,,,,,,,,,,,,,,,,,,,,
25,6.283046086,6.283046086,0,6.283046117,6.283046346,7.07E-08,100,0,,,,,,,,,,,,,,,,,,,,
26,-9.44264E+14,-9.40348E+14,15.5,-9.37425E+14,-8.96168E+14,9.77932E+12,0,15.5,,,,,,,,,,,,,,,,,,,,
27,36.52037131,36.52061249,0,36.59135359,38.21739716,0.34634596,100,0,,,,,,,,,,,,,,,,,,,,
28,-0.65740927,0.181955637,21375.76429,0.6383744,3.317340216,1.04575063,0,21376.86651,,,,,,,,,,,,,,,,,,,,
